parent_product_sku;variant_sku;variant_attribute;variant_value
79380191;79434405;Couleur de l'article;Noir photo
79380191;79388997;Couleur de l'article;Noir photo
79380191;79381734;Couleur de l'article;Noir photo
79380191;405242983;Couleur de l'article;Noir/cyan/magenta/jaune
79380191;405112779;Couleur de l'article;Noir/cyan/magenta/jaune
79380191;79380209;Couleur de l'article;Noir/cyan/magenta/jaune
79380191;79380210;Couleur de l'article;Noir/cyan/magenta/jaune
79380191;405113326;Couleur de l'article;Noir/cyan/magenta/jaune
79380191;79443344;Couleur de l'article;Noir/cyan/magenta/jaune
79380191;405242983;Type de cartouche;Compatible G&G
79380191;405242839;Type de cartouche;Compatible G&G
79380191;405242837;Type de cartouche;Compatible G&G
79380191;405242841;Type de cartouche;Compatible G&G
79380191;405242838;Type de cartouche;Compatible G&G
79380191;405242840;Type de cartouche;Compatible G&G
79380191;79381732;Type de cartouche;Compatible Switch
79380191;79381733;Type de cartouche;Compatible Switch
79380191;79381731;Type de cartouche;Compatible Switch
79380191;405113326;Type de cartouche;Compatible Switch
79380191;79381730;Type de cartouche;Compatible Switch
79380191;79381734;Type de cartouche;Compatible Switch
79380191;79388993;Type de cartouche;Compatible UPrint
79380191;79388992;Type de cartouche;Compatible UPrint
79380191;405112779;Type de cartouche;Compatible UPrint
79380191;79388991;Type de cartouche;Compatible UPrint
79380191;79388997;Type de cartouche;Compatible UPrint
79380191;79388994;Type de cartouche;Compatible UPrint
79380191;79443342;Type de cartouche;Compatible Wecare
79380191;79434405;Type de cartouche;Compatible Wecare
79380191;79434404;Type de cartouche;Compatible Wecare
79380191;79443344;Type de cartouche;Compatible Wecare
79380191;79443341;Type de cartouche;Compatible Wecare
79380191;79443343;Type de cartouche;Compatible Wecare
79380191;79380186;Type de cartouche;Marque
79380191;79380191;Type de cartouche;Marque
79380191;79380187;Type de cartouche;Marque
79380191;79380184;Type de cartouche;Marque
79380191;79380209;Type de cartouche;Marque
79380191;79380210;Type de cartouche;Marque
79380191;79380192;Type de cartouche;Marque
79380191;79380190;Type de cartouche;Marque
79380191;79380189;Type de cartouche;Marque
79380191;79380183;Type de cartouche;Marque
79380191;79380185;Type de cartouche;Marque
79380191;79380188;Type de cartouche;Marque
79380210;79388993;Capacité du consommable;XL
79380210;79388992;Capacité du consommable;XL
79380210;79443342;Capacité du consommable;XL
79380210;405242983;Capacité du consommable;XL
79380210;405242839;Capacité du consommable;XL
79380210;405112779;Capacité du consommable;XL
79380210;79380191;Capacité du consommable;XL
79380210;79381732;Capacité du consommable;XL
79380210;405242837;Capacité du consommable;XL
79380210;79380210;Capacité du consommable;XL
79380210;405242841;Capacité du consommable;XL
79380210;405242838;Capacité du consommable;XL
79380210;79380192;Capacité du consommable;XL
79380210;79380190;Capacité du consommable;XL
79380210;79380189;Capacité du consommable;XL
79380210;405242840;Capacité du consommable;XL
79380210;79388991;Capacité du consommable;XL
79380210;79381733;Capacité du consommable;XL
79380210;79434405;Capacité du consommable;XL
79380210;79434404;Capacité du consommable;XL
79380210;79381731;Capacité du consommable;XL
79380210;405113326;Capacité du consommable;XL
79380210;79443344;Capacité du consommable;XL
79380210;79443341;Capacité du consommable;XL
79380210;79381730;Capacité du consommable;XL
79380210;79443343;Capacité du consommable;XL
79380210;79388997;Capacité du consommable;XL
79380210;79380188;Capacité du consommable;XL
79380210;79388994;Capacité du consommable;XL
79380210;79381734;Capacité du consommable;XL
79380210;79380186;Capacité du consommable;standard
79380210;79380187;Capacité du consommable;standard
79380210;79380184;Capacité du consommable;standard
79380210;79380209;Capacité du consommable;standard
79380210;79380183;Capacité du consommable;standard
79380210;79380185;Capacité du consommable;standard
79380210;79388992;Couleur de l'article;Cyan
79380210;405242839;Couleur de l'article;Cyan
79380210;79380190;Couleur de l'article;Cyan
79380210;79381731;Couleur de l'article;Cyan
79380210;79443341;Couleur de l'article;Cyan
79380210;79380185;Couleur de l'article;Cyan
79380210;79380187;Couleur de l'article;Jaune
79380210;405242841;Couleur de l'article;Jaune
79380210;79380192;Couleur de l'article;Jaune
79380210;79381733;Couleur de l'article;Jaune
79380210;79443343;Couleur de l'article;Jaune
79380210;79388994;Couleur de l'article;Jaune
79380210;79380186;Couleur de l'article;Magenta
79380210;79388993;Couleur de l'article;Magenta
79380210;79443342;Couleur de l'article;Magenta
79380210;79380191;Couleur de l'article;Magenta
79380210;79381732;Couleur de l'article;Magenta
79380210;405242840;Couleur de l'article;Magenta
79380210;405242837;Couleur de l'article;Noir
79380210;79388991;Couleur de l'article;Noir
79380210;79434404;Couleur de l'article;Noir
79380210;79380183;Couleur de l'article;Noir
79380210;79381730;Couleur de l'article;Noir
79380210;79380188;Couleur de l'article;Noir
79380210;79380184;Couleur de l'article;Noir photo
79380210;405242838;Couleur de l'article;Noir photo
79380210;79380189;Couleur de l'article;Noir photo
79380210;79434405;Couleur de l'article;Noir photo
79380210;79388997;Couleur de l'article;Noir photo
79380210;79381734;Couleur de l'article;Noir photo
79380210;405242983;Couleur de l'article;Noir/cyan/magenta/jaune
79380210;405112779;Couleur de l'article;Noir/cyan/magenta/jaune
79380210;79380209;Couleur de l'article;Noir/cyan/magenta/jaune
79380210;79380210;Couleur de l'article;Noir/cyan/magenta/jaune
79380210;405113326;Couleur de l'article;Noir/cyan/magenta/jaune
79380210;79443344;Couleur de l'article;Noir/cyan/magenta/jaune
79380210;405242983;Type de cartouche;Compatible G&G
79380210;405242839;Type de cartouche;Compatible G&G
79380210;405242837;Type de cartouche;Compatible G&G
79380210;405242841;Type de cartouche;Compatible G&G
79380210;405242838;Type de cartouche;Compatible G&G
79380210;405242840;Type de cartouche;Compatible G&G
79380210;79381732;Type de cartouche;Compatible Switch
79380210;79381733;Type de cartouche;Compatible Switch
79380210;79381731;Type de cartouche;Compatible Switch
79380210;405113326;Type de cartouche;Compatible Switch
79380210;79381730;Type de cartouche;Compatible Switch
79380210;79381734;Type de cartouche;Compatible Switch
79380210;79388993;Type de cartouche;Compatible UPrint
79380210;79388992;Type de cartouche;Compatible UPrint
79380210;405112779;Type de cartouche;Compatible UPrint
79380210;79388991;Type de cartouche;Compatible UPrint
79380210;79388997;Type de cartouche;Compatible UPrint
79380210;79388994;Type de cartouche;Compatible UPrint
79380210;79443342;Type de cartouche;Compatible Wecare
79380210;79434405;Type de cartouche;Compatible Wecare
79380210;79434404;Type de cartouche;Compatible Wecare
79380210;79443344;Type de cartouche;Compatible Wecare
79380210;79443341;Type de cartouche;Compatible Wecare
79380210;79443343;Type de cartouche;Compatible Wecare
79380210;79380186;Type de cartouche;Marque
79380210;79380191;Type de cartouche;Marque
79380210;79380187;Type de cartouche;Marque
79380210;79380184;Type de cartouche;Marque
79380210;79380209;Type de cartouche;Marque
79380210;79380210;Type de cartouche;Marque
79380210;79380192;Type de cartouche;Marque
79380210;79380190;Type de cartouche;Marque
79380210;79380189;Type de cartouche;Marque
79380210;79380183;Type de cartouche;Marque
79380210;79380185;Type de cartouche;Marque
79380210;79380188;Type de cartouche;Marque
79380600;79380600;Capacité du consommable;XL
79380600;79380599;Capacité du consommable;XL
79380600;79380602;Capacité du consommable;XL
79380600;79380601;Capacité du consommable;XL
79380600;79380601;Couleur de l'article;Cyan
79380600;79380599;Couleur de l'article;Jaune
79380600;79380600;Couleur de l'article;Magenta
79380600;79380602;Couleur de l'article;Noir
79380600;79380600;Type de cartouche;Marque
79380600;79380599;Type de cartouche;Marque
79380600;79380602;Type de cartouche;Marque
79380600;79380601;Type de cartouche;Marque
79380601;79380600;Capacité du consommable;XL
79380601;79380599;Capacité du consommable;XL
79380601;79380602;Capacité du consommable;XL
79380601;79380601;Capacité du consommable;XL
79380601;79380601;Couleur de l'article;Cyan
79380601;79380599;Couleur de l'article;Jaune
79380601;79380600;Couleur de l'article;Magenta
79380601;79380602;Couleur de l'article;Noir
79380601;79380600;Type de cartouche;Marque
79380601;79380599;Type de cartouche;Marque
79380601;79380602;Type de cartouche;Marque
79380601;79380601;Type de cartouche;Marque
79380602;79380600;Capacité du consommable;XL
79380602;79380599;Capacité du consommable;XL
79380602;79380602;Capacité du consommable;XL
79380602;79380601;Capacité du consommable;XL
79380602;79380601;Couleur de l'article;Cyan
79380602;79380599;Couleur de l'article;Jaune
79380602;79380600;Couleur de l'article;Magenta
79380602;79380602;Couleur de l'article;Noir
79380602;79380600;Type de cartouche;Marque
79380602;79380599;Type de cartouche;Marque
79380602;79380602;Type de cartouche;Marque
79380602;79380601;Type de cartouche;Marque
79383384;79396212;Capacité du consommable;standard
79383384;79395465;Capacité du consommable;standard
79383384;405112762;Capacité du consommable;standard
79383384;79395466;Capacité du consommable;standard
79383384;79395464;Capacité du consommable;standard
79383384;79383385;Capacité du consommable;standard
79383384;79383382;Capacité du consommable;standard
79383384;79395463;Capacité du consommable;standard
79383384;79383383;Capacité du consommable;standard
79383384;79383384;Capacité du consommable;standard
79383384;79395463;Couleur de l'article;Cyan
79383384;79383383;Couleur de l'article;Cyan
79383384;79395465;Couleur de l'article;Jaune
79383384;79383385;Couleur de l'article;Jaune
79383384;79395464;Couleur de l'article;Magenta
79383384;79383384;Couleur de l'article;Magenta
79383384;79395466;Couleur de l'article;Noir
79383384;79383382;Couleur de l'article;Noir
79383384;79396212;Couleur de l'article;Noir/cyan/magenta/jaune
79383384;405112762;Couleur de l'article;Noir/cyan/magenta/jaune
79383384;79395465;Type de cartouche;Compatible Switch
79383384;79395466;Type de cartouche;Compatible Switch
79383384;79395464;Type de cartouche;Compatible Switch
79383384;79395463;Type de cartouche;Compatible Switch
79383384;405112762;Type de cartouche;Compatible UPrint
79383384;79396212;Type de cartouche;Marque
79383384;79383385;Type de cartouche;Marque
79383384;79383382;Type de cartouche;Marque
79383384;79383383;Type de cartouche;Marque
79383384;79383384;Type de cartouche;Marque
79383385;79396212;Capacité du consommable;standard
79383385;79395465;Capacité du consommable;standard
79383385;405112762;Capacité du consommable;standard
79383385;79395466;Capacité du consommable;standard
79383385;79395464;Capacité du consommable;standard
79383385;79383385;Capacité du consommable;standard
79383385;79383382;Capacité du consommable;standard
79383385;79395463;Capacité du consommable;standard
79383385;79383383;Capacité du consommable;standard
79383385;79383384;Capacité du consommable;standard
79383385;79395463;Couleur de l'article;Cyan
79383385;79383383;Couleur de l'article;Cyan
79383385;79395465;Couleur de l'article;Jaune
79383385;79383385;Couleur de l'article;Jaune
79383385;79395464;Couleur de l'article;Magenta
79383385;79383384;Couleur de l'article;Magenta
79383385;79395466;Couleur de l'article;Noir
79383385;79383382;Couleur de l'article;Noir
79383385;79396212;Couleur de l'article;Noir/cyan/magenta/jaune
79383385;405112762;Couleur de l'article;Noir/cyan/magenta/jaune
79383385;79395465;Type de cartouche;Compatible Switch
79383385;79395466;Type de cartouche;Compatible Switch
79383385;79395464;Type de cartouche;Compatible Switch
79383385;79395463;Type de cartouche;Compatible Switch
79383385;405112762;Type de cartouche;Compatible UPrint
79383385;79396212;Type de cartouche;Marque
79383385;79383385;Type de cartouche;Marque
79383385;79383382;Type de cartouche;Marque
79383385;79383383;Type de cartouche;Marque
79383385;79383384;Type de cartouche;Marque
79383394;79368898;Capacité du consommable;standard
79383394;79367008;Capacité du consommable;standard
79383394;79383393;Capacité du consommable;standard
79383394;79367011;Capacité du consommable;standard
79383394;79383394;Capacité du consommable;standard
79383394;79367010;Capacité du consommable;standard
79383394;79372537;Capacité du consommable;standard
79383394;79372536;Capacité du consommable;standard
79383394;79372535;Capacité du consommable;standard
79383394;79372534;Capacité du consommable;standard
79383394;79372535;Couleur de l'article;Cyan
79383394;79383394;Couleur de l'article;Cyan/magenta/jaune
79383394;79367011;Couleur de l'article;Jaune
79383394;79372537;Couleur de l'article;Jaune
79383394;79367010;Couleur de l'article;Magenta
79383394;79372536;Couleur de l'article;Magenta
79383394;79367008;Couleur de l'article;Noir
79383394;79372534;Couleur de l'article;Noir
79383394;79368898;Couleur de l'article;Noir/cyan/magenta/jaune
79383394;79383393;Couleur de l'article;noir x 2
79383394;79372537;Type de cartouche;Compatible Switch
79383394;79372536;Type de cartouche;Compatible Switch
79383394;79372535;Type de cartouche;Compatible Switch
79383394;79372534;Type de cartouche;Compatible Switch
79383394;79368898;Type de cartouche;Marque
79383394;79367008;Type de cartouche;Marque
79383394;79383393;Type de cartouche;Marque
79383394;79367011;Type de cartouche;Marque
79383394;79383394;Type de cartouche;Marque
79383394;79367010;Type de cartouche;Marque
79383400;405113315;Capacité du consommable;standard
79383400;405131013;Capacité du consommable;standard
79383400;79375251;Capacité du consommable;standard
79383400;79433131;Capacité du consommable;standard
79383400;405149505;Capacité du consommable;standard
79383400;405242697;Capacité du consommable;standard
79383400;79434469;Capacité du consommable;standard
79383400;79390023;Capacité du consommable;standard
79383400;405131015;Capacité du consommable;standard
79383400;79434391;Capacité du consommable;standard
79383400;79390021;Capacité du consommable;standard
79383400;79375314;Capacité du consommable;standard
79383400;405131012;Capacité du consommable;standard
79383400;79375313;Capacité du consommable;standard
79383400;405242699;Capacité du consommable;standard
79383400;405242698;Capacité du consommable;standard
79383400;405131014;Capacité du consommable;standard
79383400;79434394;Capacité du consommable;standard
79383400;79375312;Capacité du consommable;standard
79383400;79385704;Capacité du consommable;standard
79383400;79383400;Capacité du consommable;standard
79383400;79434393;Capacité du consommable;standard
79383400;79383401;Capacité du consommable;standard
79383400;79390022;Capacité du consommable;standard
79383400;405242700;Capacité du consommable;standard
79383400;79434392;Capacité du consommable;standard
79383400;405242935;Capacité du consommable;standard
79383400;79383399;Capacité du consommable;standard
79383400;405131013;Couleur de l'article;Cyan
79383400;79390021;Couleur de l'article;Cyan
79383400;405242698;Couleur de l'article;Cyan
79383400;79375312;Couleur de l'article;Cyan
79383400;79434392;Couleur de l'article;Cyan
79383400;79383400;Couleur de l'article;Cyan/magenta/jaune
79383400;79390023;Couleur de l'article;Jaune
79383400;405131015;Couleur de l'article;Jaune
79383400;79375314;Couleur de l'article;Jaune
79383400;79434394;Couleur de l'article;Jaune
79383400;405242700;Couleur de l'article;Jaune
79383400;79375313;Couleur de l'article;Magenta
79383400;405242699;Couleur de l'article;Magenta
79383400;405131014;Couleur de l'article;Magenta
79383400;79434393;Couleur de l'article;Magenta
79383400;79390022;Couleur de l'article;Magenta
79383400;79375251;Couleur de l'article;Noir
79383400;405242697;Couleur de l'article;Noir
79383400;79434391;Couleur de l'article;Noir
79383400;405131012;Couleur de l'article;Noir
79383400;79385704;Couleur de l'article;Noir
79383400;405113315;Couleur de l'article;Noir/cyan/magenta/jaune
79383400;79433131;Couleur de l'article;Noir/cyan/magenta/jaune
79383400;405149505;Couleur de l'article;Noir/cyan/magenta/jaune
79383400;79434469;Couleur de l'article;Noir/cyan/magenta/jaune
79383400;79383401;Couleur de l'article;Noir/cyan/magenta/jaune
79383400;405242935;Couleur de l'article;Noir/cyan/magenta/jaune
79383400;79383399;Couleur de l'article;noir x 2
79383400;405242697;Type de cartouche;Compatible G&G
79383400;405242699;Type de cartouche;Compatible G&G
79383400;405242698;Type de cartouche;Compatible G&G
79383400;405242700;Type de cartouche;Compatible G&G
79383400;405242935;Type de cartouche;Compatible G&G
79383400;405131013;Type de cartouche;Compatible Owa
79383400;79433131;Type de cartouche;Compatible Owa
79383400;405131015;Type de cartouche;Compatible Owa
79383400;405131012;Type de cartouche;Compatible Owa
79383400;405131014;Type de cartouche;Compatible Owa
79383400;405149505;Type de cartouche;Compatible Prix Mini
79383400;405113315;Type de cartouche;Compatible Switch
79383400;79390023;Type de cartouche;Compatible UPrint
79383400;79390021;Type de cartouche;Compatible UPrint
79383400;79385704;Type de cartouche;Compatible UPrint
79383400;79390022;Type de cartouche;Compatible UPrint
79383400;79434469;Type de cartouche;Compatible Wecare
79383400;79434391;Type de cartouche;Compatible Wecare
79383400;79434394;Type de cartouche;Compatible Wecare
79383400;79434393;Type de cartouche;Compatible Wecare
79383400;79434392;Type de cartouche;Compatible Wecare
79383400;79375251;Type de cartouche;Marque
79383400;79375314;Type de cartouche;Marque
79383400;79375313;Type de cartouche;Marque
79383400;79375312;Type de cartouche;Marque
79383400;79383400;Type de cartouche;Marque
79383400;79383401;Type de cartouche;Marque
79383400;79383399;Type de cartouche;Marque
79384794;400007898;Capacité du consommable;standard
79384794;79384792;Capacité du consommable;standard
79384794;400007897;Capacité du consommable;standard
79384794;400007900;Capacité du consommable;standard
79384794;405112586;Capacité du consommable;standard
79384794;79410622;Capacité du consommable;standard
79384794;79410624;Capacité du consommable;standard
79384794;400007899;Capacité du consommable;standard
79384794;79384795;Capacité du consommable;standard
79384794;79384793;Capacité du consommable;standard
79384794;79410625;Capacité du consommable;standard
79384794;405112587;Capacité du consommable;standard
79384794;405112584;Capacité du consommable;standard
79384794;79384794;Capacité du consommable;standard
79384794;79410623;Capacité du consommable;standard
79384794;400007898;Couleur de l'article;Cyan
79384794;79384792;Couleur de l'article;Cyan
79384794;79410623;Couleur de l'article;Cyan
79384794;400007900;Couleur de l'article;Jaune
79384794;79384795;Couleur de l'article;Jaune
79384794;79410625;Couleur de l'article;Jaune
79384794;405112587;Couleur de l'article;Jaune
79384794;405112586;Couleur de l'article;Magenta
79384794;79410624;Couleur de l'article;Magenta
79384794;400007899;Couleur de l'article;Magenta
79384794;79384794;Couleur de l'article;Magenta
79384794;400007897;Couleur de l'article;Noir
79384794;79410622;Couleur de l'article;Noir
79384794;79384793;Couleur de l'article;Noir
79384794;405112584;Couleur de l'article;Noir
79384794;79410622;Type de cartouche;Compatible Owa
79384794;79410624;Type de cartouche;Compatible Owa
79384794;79410625;Type de cartouche;Compatible Owa
79384794;79410623;Type de cartouche;Compatible Owa
79384794;405112586;Type de cartouche;Compatible Switch
79384794;405112587;Type de cartouche;Compatible Switch
79384794;405112584;Type de cartouche;Compatible Switch
79384794;400007898;Type de cartouche;Compatible UPrint
79384794;400007897;Type de cartouche;Compatible UPrint
79384794;400007900;Type de cartouche;Compatible UPrint
79384794;400007899;Type de cartouche;Compatible UPrint
79384794;79384792;Type de cartouche;Marque
79384794;79384795;Type de cartouche;Marque
79384794;79384793;Type de cartouche;Marque
79384794;79384794;Type de cartouche;Marque
79384795;400007898;Capacité du consommable;standard
79384795;79384792;Capacité du consommable;standard
79384795;400007897;Capacité du consommable;standard
79384795;400007900;Capacité du consommable;standard
79384795;405112586;Capacité du consommable;standard
79384795;79410622;Capacité du consommable;standard
79384795;79410624;Capacité du consommable;standard
79384795;400007899;Capacité du consommable;standard
79384795;79384795;Capacité du consommable;standard
79384795;79384793;Capacité du consommable;standard
79384795;79410625;Capacité du consommable;standard
79384795;405112587;Capacité du consommable;standard
79384795;405112584;Capacité du consommable;standard
79384795;79384794;Capacité du consommable;standard
79384795;79410623;Capacité du consommable;standard
79384795;400007898;Couleur de l'article;Cyan
79384795;79384792;Couleur de l'article;Cyan
79384795;79410623;Couleur de l'article;Cyan
79384795;400007900;Couleur de l'article;Jaune
79384795;79384795;Couleur de l'article;Jaune
79384795;79410625;Couleur de l'article;Jaune
79384795;405112587;Couleur de l'article;Jaune
79384795;405112586;Couleur de l'article;Magenta
79384795;79410624;Couleur de l'article;Magenta
79384795;400007899;Couleur de l'article;Magenta
79384795;79384794;Couleur de l'article;Magenta
79384795;400007897;Couleur de l'article;Noir
79384795;79410622;Couleur de l'article;Noir
79384795;79384793;Couleur de l'article;Noir
79384795;405112584;Couleur de l'article;Noir
79384795;79410622;Type de cartouche;Compatible Owa
79384795;79410624;Type de cartouche;Compatible Owa
79384795;79410625;Type de cartouche;Compatible Owa
79384795;79410623;Type de cartouche;Compatible Owa
79384795;405112586;Type de cartouche;Compatible Switch
79384795;405112587;Type de cartouche;Compatible Switch
79384795;405112584;Type de cartouche;Compatible Switch
79384795;400007898;Type de cartouche;Compatible UPrint
79384795;400007897;Type de cartouche;Compatible UPrint
79384795;400007900;Type de cartouche;Compatible UPrint
79384795;400007899;Type de cartouche;Compatible UPrint
79384795;79384792;Type de cartouche;Marque
79384795;79384795;Type de cartouche;Marque
79384795;79384793;Type de cartouche;Marque
79384795;79384794;Type de cartouche;Marque
79386123;79386123;Couleur de l'article;Noir/cyan/magenta/jaune
79386123;79437078;Couleur de l'article;Noir/cyan/magenta/jaune
79386123;405243115;Couleur de l'article;Noir/cyan/magenta/jaune
79386123;79418975;Couleur de l'article;Noir/cyan/magenta/jaune
79386123;405243115;Type de cartouche;Compatible G&G
79386123;79418975;Type de cartouche;Compatible Owa
79386123;79437078;Type de cartouche;Compatible Switch
79386123;79386123;Type de cartouche;Marque
79388385;79388385;Couleur de l'article;Bleu
79388385;79388388;Couleur de l'article;Orange
79388385;79388387;Couleur de l'article;Rose
79388385;79388386;Couleur de l'article;Vert
79388750;405184466;Couleur du produit;Abricot
79388750;79388752;Couleur du produit;Bleu
79388750;405184467;Couleur du produit;Bleu ciel
79388750;405184463;Couleur du produit;Bleu marine
79388750;79388750;Couleur du produit;Gris
79388750;79388753;Couleur du produit;Jaune
79388750;405184465;Couleur du produit;Lilas
79388750;405184468;Couleur du produit;Noir
79388750;79388756;Couleur du produit;Orange
79388750;79388749;Couleur du produit;Rose
79388750;79388754;Couleur du produit;Rouge
79388750;79388751;Couleur du produit;Transparent
79388750;405184462;Couleur du produit;Turquoise
79388750;79388755;Couleur du produit;Vert
79388750;405184464;Couleur du produit;Vert clair
79388750;79388757;Couleur du produit;Violet
79388752;405184466;Couleur du produit;Abricot
79388752;79388752;Couleur du produit;Bleu
79388752;405184467;Couleur du produit;Bleu ciel
79388752;405184463;Couleur du produit;Bleu marine
79388752;79388750;Couleur du produit;Gris
79388752;79388753;Couleur du produit;Jaune
79388752;405184465;Couleur du produit;Lilas
79388752;405184468;Couleur du produit;Noir
79388752;79388756;Couleur du produit;Orange
79388752;79388749;Couleur du produit;Rose
79388752;79388754;Couleur du produit;Rouge
79388752;79388751;Couleur du produit;Transparent
79388752;405184462;Couleur du produit;Turquoise
79388752;79388755;Couleur du produit;Vert
79388752;405184464;Couleur du produit;Vert clair
79388752;79388757;Couleur du produit;Violet
79388753;405184466;Couleur du produit;Abricot
79388753;79388752;Couleur du produit;Bleu
79388753;405184467;Couleur du produit;Bleu ciel
79388753;405184463;Couleur du produit;Bleu marine
79388753;79388750;Couleur du produit;Gris
79388753;79388753;Couleur du produit;Jaune
79388753;405184465;Couleur du produit;Lilas
79388753;405184468;Couleur du produit;Noir
79388753;79388756;Couleur du produit;Orange
79388753;79388749;Couleur du produit;Rose
79388753;79388754;Couleur du produit;Rouge
79388753;79388751;Couleur du produit;Transparent
79388753;405184462;Couleur du produit;Turquoise
79388753;79388755;Couleur du produit;Vert
79388753;405184464;Couleur du produit;Vert clair
79388753;79388757;Couleur du produit;Violet
79388754;405184466;Couleur du produit;Abricot
79388754;79388752;Couleur du produit;Bleu
79388754;405184467;Couleur du produit;Bleu ciel
79388754;405184463;Couleur du produit;Bleu marine
79388754;79388750;Couleur du produit;Gris
79388754;79388753;Couleur du produit;Jaune
79388754;405184465;Couleur du produit;Lilas
79388754;405184468;Couleur du produit;Noir
79388754;79388756;Couleur du produit;Orange
79388754;79388749;Couleur du produit;Rose
79388754;79388754;Couleur du produit;Rouge
79388754;79388751;Couleur du produit;Transparent
79388754;405184462;Couleur du produit;Turquoise
79388754;79388755;Couleur du produit;Vert
79388754;405184464;Couleur du produit;Vert clair
79388754;79388757;Couleur du produit;Violet
79388991;79388993;Capacité du consommable;XL
79388991;79388992;Capacité du consommable;XL
79388991;79443342;Capacité du consommable;XL
79388991;405242983;Capacité du consommable;XL
79388991;405242839;Capacité du consommable;XL
79388991;405112779;Capacité du consommable;XL
79388991;79380191;Capacité du consommable;XL
79388991;79381732;Capacité du consommable;XL
79388991;405242837;Capacité du consommable;XL
79388991;79380210;Capacité du consommable;XL
79388991;405242841;Capacité du consommable;XL
79388991;405242838;Capacité du consommable;XL
79388991;79380192;Capacité du consommable;XL
79388991;79380190;Capacité du consommable;XL
79388991;79380189;Capacité du consommable;XL
79388991;405242840;Capacité du consommable;XL
79388991;79388991;Capacité du consommable;XL
79388991;79381733;Capacité du consommable;XL
79388991;79434405;Capacité du consommable;XL
79388991;79434404;Capacité du consommable;XL
79388991;79381731;Capacité du consommable;XL
79388991;405113326;Capacité du consommable;XL
79388991;79443344;Capacité du consommable;XL
79388991;79443341;Capacité du consommable;XL
79388991;79381730;Capacité du consommable;XL
79388991;79443343;Capacité du consommable;XL
79388991;79388997;Capacité du consommable;XL
79388991;79380188;Capacité du consommable;XL
79388991;79388994;Capacité du consommable;XL
79388991;79381734;Capacité du consommable;XL
79388991;79380186;Capacité du consommable;standard
79388991;79380187;Capacité du consommable;standard
79388991;79380184;Capacité du consommable;standard
79388991;79380209;Capacité du consommable;standard
79388991;79380183;Capacité du consommable;standard
79388991;79380185;Capacité du consommable;standard
79388991;79388992;Couleur de l'article;Cyan
79388991;405242839;Couleur de l'article;Cyan
79388991;79380190;Couleur de l'article;Cyan
79388991;79381731;Couleur de l'article;Cyan
79388991;79443341;Couleur de l'article;Cyan
79388991;79380185;Couleur de l'article;Cyan
79388991;79380187;Couleur de l'article;Jaune
79388991;405242841;Couleur de l'article;Jaune
79388991;79380192;Couleur de l'article;Jaune
79388991;79381733;Couleur de l'article;Jaune
79388991;79443343;Couleur de l'article;Jaune
79388991;79388994;Couleur de l'article;Jaune
79388991;79380186;Couleur de l'article;Magenta
79388991;79388993;Couleur de l'article;Magenta
79388991;79443342;Couleur de l'article;Magenta
79388991;79380191;Couleur de l'article;Magenta
79388991;79381732;Couleur de l'article;Magenta
79388991;405242840;Couleur de l'article;Magenta
79388991;405242837;Couleur de l'article;Noir
79388991;79388991;Couleur de l'article;Noir
79388991;79434404;Couleur de l'article;Noir
79388991;79380183;Couleur de l'article;Noir
79388991;79381730;Couleur de l'article;Noir
79388991;79380188;Couleur de l'article;Noir
79388991;79380184;Couleur de l'article;Noir photo
79388991;405242838;Couleur de l'article;Noir photo
79388991;79380189;Couleur de l'article;Noir photo
79388991;79434405;Couleur de l'article;Noir photo
79388991;79388997;Couleur de l'article;Noir photo
79388991;79381734;Couleur de l'article;Noir photo
79388991;405242983;Couleur de l'article;Noir/cyan/magenta/jaune
79388991;405112779;Couleur de l'article;Noir/cyan/magenta/jaune
79388991;79380209;Couleur de l'article;Noir/cyan/magenta/jaune
79388991;79380210;Couleur de l'article;Noir/cyan/magenta/jaune
79388991;405113326;Couleur de l'article;Noir/cyan/magenta/jaune
79388991;79443344;Couleur de l'article;Noir/cyan/magenta/jaune
79388991;405242983;Type de cartouche;Compatible G&G
79388991;405242839;Type de cartouche;Compatible G&G
79388991;405242837;Type de cartouche;Compatible G&G
79388991;405242841;Type de cartouche;Compatible G&G
79388991;405242838;Type de cartouche;Compatible G&G
79388991;405242840;Type de cartouche;Compatible G&G
79388991;79381732;Type de cartouche;Compatible Switch
79388991;79381733;Type de cartouche;Compatible Switch
79388991;79381731;Type de cartouche;Compatible Switch
79388991;405113326;Type de cartouche;Compatible Switch
79388991;79381730;Type de cartouche;Compatible Switch
79388991;79381734;Type de cartouche;Compatible Switch
79388991;79388993;Type de cartouche;Compatible UPrint
79388991;79388992;Type de cartouche;Compatible UPrint
79388991;405112779;Type de cartouche;Compatible UPrint
79388991;79388991;Type de cartouche;Compatible UPrint
79388991;79388997;Type de cartouche;Compatible UPrint
79388991;79388994;Type de cartouche;Compatible UPrint
79388991;79443342;Type de cartouche;Compatible Wecare
79388991;79434405;Type de cartouche;Compatible Wecare
79388991;79434404;Type de cartouche;Compatible Wecare
79388991;79443344;Type de cartouche;Compatible Wecare
79388991;79443341;Type de cartouche;Compatible Wecare
79388991;79443343;Type de cartouche;Compatible Wecare
79388991;79380186;Type de cartouche;Marque
79388991;79380191;Type de cartouche;Marque
79388991;79380187;Type de cartouche;Marque
79388991;79380184;Type de cartouche;Marque
